,X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,Y0,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Z0,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,XAVG,YAVG,ZAVG,XPEAK,YPEAK,ZPEAK,XABSOLDEV,YABSOLDEV,ZABSOLDEV,XSTANDDEV,YSTANDDEV,ZSTANDDEV,XVAR,YVAR,ZVAR,XMFCC0,XMFCC1,XMFCC2,XMFCC3,XMFCC4,XMFCC5,XMFCC6,XMFCC7,XMFCC8,XMFCC9,XMFCC10,XMFCC11,XMFCC12,YMFCC0,YMFCC1,YMFCC2,YMFCC3,YMFCC4,YMFCC5,YMFCC6,YMFCC7,YMFCC8,YMFCC9,YMFCC10,YMFCC11,YMFCC12,ZMFCC0,ZMFCC1,ZMFCC2,ZMFCC3,ZMFCC4,ZMFCC5,ZMFCC6,ZMFCC7,ZMFCC8,ZMFCC9,ZMFCC10,ZMFCC11,ZMFCC12,XYCOS,XZCOS,YZCOS,XYCOR,XZCOR,YZCOR,RESULTANT
1268,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.734713935582898,0.017897218216872155,0.39425430109079707,0.16336536312849162,0.16999211236841308,0.19134913294797687,0.0017660183938837354,0.0035848106050731248,0.00481679833142604,0.00249429,0.00528872,0.00465039,0.0499428,0.0727236,0.0681938,0.329258,0.465392,0.464644,0.463399,0.461657,0.459422,0.456694,0.453477,0.449775,0.445591,0.440929,0.435796,0.430196,-0.112131,-0.158493,-0.158238,-0.157814,-0.157221,-0.15646,-0.155531,-0.154435,-0.153174,-0.15175,-0.150162,-0.148414,-0.146507,0.216143,0.305509,0.305018,0.304201,0.303057,0.30159,0.299799,0.297687,0.295257,0.29251,0.28945,0.286081,0.282404,0.947533,0.999829,0.943749,0.27156,-0.536347,-0.645519,0.4260178006466641
1269,0.0,0.0,0.0,0.015,0.3,0.605,0.07,0.005,0.005,0.0,0.94,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.245,0.45,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6692347684004654,-0.41009672245354245,-0.12444906565000144,0.2200435754189944,0.24016826947385453,0.2614919075144509,0.06895252998786561,0.08371894470658776,0.14793920041345196,0.10508,0.136292,0.146393,0.324161,0.369177,0.382613,0.387122,0.54718,0.546301,0.544837,0.542789,0.54016,0.536953,0.533171,0.528818,0.523899,0.518419,0.512383,0.505799,0.379589,0.536532,0.53567,0.534234,0.532227,0.529649,0.526504,0.522796,0.518528,0.513704,0.50833,0.502412,0.495956,0.365856,0.517121,0.51629,0.514907,0.512972,0.510488,0.507457,0.503882,0.499768,0.495119,0.48994,0.484236,0.478014,-0.900037,-0.545221,0.500744,0.299568,-0.158805,0.0191816,0.4352553627924764
1270,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7775200323488394,-0.09310143706559953,-0.25894155137721553,0.20627430167597766,0.20224696376745646,0.19134913294797687,0.007816538581403213,0.02611636121900988,0.01485298460629776,0.016324,0.0333894,0.0145034,0.127765,0.182728,0.12043,0.339981,0.480548,0.479776,0.47849,0.476692,0.474384,0.471567,0.468245,0.464422,0.460102,0.455289,0.449989,0.444206,0.0918964,0.129892,0.129683,0.129335,0.128849,0.128225,0.127464,0.126566,0.125533,0.124365,0.123064,0.121631,0.120068,0.172594,0.243954,0.243562,0.24291,0.241997,0.240825,0.239395,0.237709,0.235768,0.233575,0.231131,0.228441,0.225505,0.925784,0.997357,0.913849,0.116888,0.29581,-0.292303,0.4293041407363627
1271,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13191559593658966,-0.7342724754143511,-0.16385543328615854,0.2883888268156425,0.2263239591865627,0.25091965317919074,0.006170504804026232,0.0033708191037305456,0.005647596810513493,0.0114065,0.00609933,0.00517173,0.106801,0.0780982,0.0719148,0.089744,0.126849,0.126645,0.126306,0.125831,0.125222,0.124478,0.123602,0.122593,0.121452,0.120182,0.118783,0.117256,0.33153,0.468604,0.467851,0.466597,0.464843,0.462592,0.459846,0.456607,0.452879,0.448666,0.443973,0.438804,0.433165,0.0947496,0.133924,0.133709,0.133351,0.13285,0.132206,0.131421,0.130496,0.12943,0.128226,0.126885,0.125408,0.123796,-0.99539,-0.994518,0.999003,-0.510895,-0.113331,-0.0735244,0.40684951152522336
1272,0.0,0.035,0.945,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.47,0.0,0.0,0.0,0.0,0.09,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09944709891977982,0.810159907975957,0.07221211333506627,0.3745083798882682,0.25546976913509084,0.29205953757225434,0.03563712196059969,0.01309718710081076,0.04226734098711654,0.047129,0.0196854,0.0398031,0.217092,0.140305,0.199507,0.156277,0.220891,0.220536,0.219945,0.219118,0.218057,0.216763,0.215236,0.213478,0.211493,0.20928,0.206844,0.204186,0.348318,0.492332,0.491541,0.490224,0.488382,0.486017,0.483131,0.479728,0.475811,0.471385,0.466454,0.461024,0.455099,0.129849,0.183536,0.183241,0.18275,0.182063,0.181182,0.180106,0.178837,0.177377,0.175727,0.173889,0.171865,0.169656,0.872522,0.592235,0.797605,-0.164601,-0.37062,-0.113953,0.4406355387129298
1273,0.47,0.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20586817847976957,-0.6622717625520471,-0.3435173150795714,0.3583122905027933,0.25554156680722834,0.2437797687861272,0.0020210926258694656,0.0014151959123021975,0.002844577134630293,0.00273922,0.00193752,0.00287001,0.0523376,0.0440172,0.0535725,0.144512,0.204262,0.203934,0.203387,0.202623,0.201642,0.200444,0.199033,0.197408,0.195571,0.193525,0.191272,0.188815,0.316989,0.44805,0.44733,0.446131,0.444455,0.442302,0.439676,0.436579,0.433015,0.428987,0.424499,0.419557,0.414166,0.198333,0.280335,0.279884,0.279134,0.278085,0.276738,0.275095,0.273158,0.270927,0.268407,0.265599,0.262507,0.259134,0.999862,0.999814,0.999929,-0.22083,-0.00478211,-0.0182731,0.4025410249278587
1274,0.43,0.495,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.995,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045,0.235,0.6,0.085,0.03,0.0,0.0,0.0,0.005,0.0,-0.2582394639335198,-0.6969800560568994,0.07624151575542269,0.3121921787709497,0.31804953028142663,0.32811965317919073,0.1706380834289276,0.09819990093589509,0.13286943039610175,0.240583,0.170913,0.162383,0.490493,0.413416,0.402968,0.385213,0.544482,0.543607,0.54215,0.540113,0.537497,0.534306,0.530542,0.526211,0.521315,0.515862,0.509856,0.503305,0.417258,0.589776,0.588829,0.587251,0.585044,0.582211,0.578754,0.574677,0.569985,0.564683,0.558776,0.552271,0.545174,0.382868,0.541168,0.540298,0.53885,0.536825,0.534226,0.531054,0.527313,0.523008,0.518143,0.512723,0.506753,0.500242,0.670235,-0.138706,-0.320017,0.0929696,0.117824,-0.0241031,0.4305135938532142
1275,0.02,0.9,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895,0.095,0.01,0.0,0.0,0.0,0.245,0.75,0.005,0.0,0.0,0.0,0.0,0.0,0.0,-0.0953308741613646,0.7847147740712538,0.02832327258373528,0.41117318435754185,0.2987738777821598,0.30346820809248554,0.03285735125421886,0.023939948903777472,0.04121322307947876,0.0512191,0.0431748,0.0442315,0.226316,0.207785,0.210313,0.190699,0.269544,0.269111,0.26839,0.267382,0.266087,0.264507,0.262644,0.260499,0.258076,0.255376,0.252403,0.24916,0.36022,0.509156,0.508338,0.506975,0.50507,0.502624,0.49964,0.49612,0.49207,0.487492,0.482393,0.476777,0.47065,0.167478,0.236722,0.236342,0.235709,0.234823,0.233686,0.232298,0.230662,0.228779,0.22665,0.224279,0.221668,0.21882,-0.850105,-0.369766,0.414164,-0.136346,-0.0191281,-0.185901,0.42611558251920867
1276,0.465,0.3,0.13,0.08,0.02,0.005,0.0,0.0,0.0,0.0,0.91,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.195,0.165,0.115,0.045,0.02,0.0,0.0,0.0,0.0,-0.17722872774985765,-0.7640352866840563,-0.18053798534692736,0.28385921787709495,0.31557503867973186,0.3066797687861272,0.1843963636604757,0.257917959279439,0.3382295396655469,0.256658,0.346809,0.336522,0.506614,0.588905,0.580105,0.433353,0.612525,0.611541,0.609902,0.60761,0.604667,0.601077,0.596844,0.591971,0.586464,0.580329,0.573573,0.566203,0.478712,0.676639,0.675552,0.673742,0.67121,0.667959,0.663993,0.659316,0.653933,0.64785,0.641073,0.63361,0.625468,0.49024,0.692933,0.69182,0.689966,0.687373,0.684044,0.679983,0.675193,0.669681,0.663451,0.656511,0.648868,0.64053,0.425613,0.0818123,0.38853,-0.0659279,-0.130967,0.147429,0.49927424121266906
1277,0.11,0.53,0.31,0.045,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.685,0.27,0.02,0.0,0.0,0.14,0.48,0.305,0.07,0.005,0.0,0.0,0.0,0.0,0.0,-0.04804066711228843,0.7830978727540787,-0.04954298202543588,0.5001329608938547,0.32190991920233797,0.3522398843930636,0.09370006166658931,0.039843257123491224,0.13412178374986158,0.127906,0.0644776,0.128243,0.357639,0.253924,0.35811,0.293135,0.414333,0.413667,0.412559,0.411008,0.409018,0.406589,0.403725,0.400429,0.396704,0.392554,0.387984,0.382999,0.357348,0.505096,0.504285,0.502933,0.501043,0.498617,0.495656,0.492165,0.488147,0.483606,0.478547,0.472976,0.466898,0.308985,0.436737,0.436035,0.434867,0.433233,0.431134,0.428575,0.425556,0.422082,0.418155,0.413781,0.408964,0.403709,-0.270108,-0.0525344,-0.269395,0.390373,-0.148683,0.0261626,0.4357464450857004
1278,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.453935912988224,-0.5612381122110073,-0.40870808422147126,0.33170391061452514,0.26825835027151657,0.22760115606936415,0.003617322343860859,0.0027756980108970515,0.0037867584628446973,0.00510867,0.00407766,0.0038618,0.071475,0.0638566,0.0621433,0.258963,0.366033,0.365445,0.364465,0.363096,0.361337,0.359192,0.356662,0.35375,0.350459,0.346793,0.342756,0.338351,0.293069,0.41424,0.413574,0.412466,0.410916,0.408926,0.406498,0.403635,0.400339,0.396615,0.392466,0.387897,0.382913,0.223285,0.315604,0.315097,0.314253,0.313072,0.311556,0.309706,0.307524,0.305014,0.302176,0.299015,0.295534,0.291736,-0.999819,-0.999689,0.999902,0.549371,0.841625,0.177259,0.4264515175746619
1279,0.0,0.035,0.02,0.095,0.27,0.245,0.115,0.145,0.06,0.015,0.065,0.29,0.445,0.16,0.04,0.0,0.0,0.0,0.0,0.0,0.05,0.18,0.395,0.18,0.115,0.065,0.015,0.0,0.0,0.0,0.7204911742133538,0.067392220080035,0.20371910772222704,0.23836145251396648,0.20870167561609484,0.2412664739884393,0.22108334272698943,0.11078886310904872,0.2392004134519547,0.299181,0.152686,0.238143,0.546975,0.390751,0.487999,0.476395,0.673364,0.672282,0.67048,0.667961,0.664726,0.660779,0.656125,0.650768,0.644714,0.63797,0.630543,0.62244,0.36728,0.519135,0.518301,0.516912,0.514969,0.512475,0.509432,0.505844,0.501714,0.497047,0.491847,0.486121,0.479875,0.433008,0.612038,0.611054,0.609417,0.607127,0.604186,0.600599,0.596369,0.5915,0.585997,0.579867,0.573116,0.565752,0.382018,0.498643,0.383399,0.143729,0.0538739,0.243169,0.43189644682404477
1280,0.195,0.215,0.285,0.2,0.085,0.01,0.0,0.01,0.0,0.0,0.68,0.15,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.21,0.38,0.235,0.05,0.01,0.0,0.005,0.0,0.0,0.04452611426072174,-0.7288919851595029,0.0926087668120421,0.26536312849162014,0.35032056143757145,0.23482658959537572,0.19526228192903702,0.4371627258270549,0.20283694488537785,0.274375,0.524015,0.220926,0.523808,0.723889,0.470028,0.451046,0.637534,0.63651,0.634804,0.632419,0.629356,0.625619,0.621213,0.616141,0.610409,0.604024,0.596992,0.58932,0.499355,0.705816,0.704682,0.702794,0.700153,0.696762,0.692625,0.687746,0.682131,0.675786,0.668717,0.660931,0.652439,0.432415,0.6112,0.610218,0.608583,0.606296,0.603359,0.599777,0.595552,0.59069,0.585195,0.579074,0.572332,0.564978,-0.0642034,-0.0026252,-0.281084,0.066874,-0.0455845,-0.0888006,0.4705002955185481
1281,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34053672666056,-0.30504755115597104,-0.7707593218380845,0.32503798882681567,0.25546976913509084,0.27209942196531794,0.002459880247462055,0.001374859876430564,0.0017834176233895676,0.00448793,0.00201289,0.00242043,0.066992,0.0448652,0.0491978,0.219123,0.30972,0.309223,0.308394,0.307235,0.305747,0.303932,0.301791,0.299327,0.296543,0.29344,0.290024,0.286297,0.204726,0.289371,0.288906,0.288132,0.287049,0.285659,0.283963,0.281963,0.27966,0.277059,0.274161,0.270969,0.267487,0.313701,0.443403,0.44269,0.441504,0.439845,0.437715,0.435116,0.432051,0.428524,0.424537,0.420096,0.415206,0.40987,-0.999842,-0.999841,0.999954,0.0964582,0.481054,-0.245098,0.4242668532489656
1282,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.2798331394053425,0.042705960500947784,0.8692728340505829,0.21890335195530727,0.18668962169705428,0.16419537572254334,0.0016798907241514214,0.0013626789019526057,0.0016108475765070694,0.00244619,0.00211657,0.00160496,0.049459,0.0460062,0.040062,0.190318,0.269006,0.268574,0.267854,0.266848,0.265555,0.263979,0.262119,0.259979,0.257561,0.254866,0.251899,0.248662,-0.0656439,-0.0927847,-0.0926357,-0.0923874,-0.0920402,-0.0915945,-0.0910506,-0.0904093,-0.0896712,-0.088837,-0.0879077,-0.0868843,-0.0857678,0.331234,0.468185,0.467433,0.46618,0.464428,0.462179,0.459435,0.456199,0.452474,0.448265,0.443576,0.438412,0.432778,-0.998179,-0.999939,0.998391,0.278692,0.232608,0.0125565,0.41978105552272016
1283,0.0,0.08,0.905,0.015,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.575,0.425,0.0,0.0,0.0,0.0,0.0,0.0,0.05975078190115449,-0.7712748894253357,0.23068384214732018,0.2616162011173185,0.1981196088543721,0.2254335260115607,0.022593643699730128,0.01719127193096796,0.042767636309941306,0.0361689,0.0308945,0.0462405,0.190181,0.175768,0.215036,0.160435,0.226769,0.226404,0.225798,0.224949,0.22386,0.22253,0.220963,0.219159,0.21712,0.214849,0.212348,0.209619,0.345428,0.488248,0.487464,0.486157,0.48433,0.481985,0.479123,0.475748,0.471864,0.467474,0.462584,0.457199,0.451324,0.182046,0.257314,0.256901,0.256212,0.255249,0.254013,0.252505,0.250726,0.248679,0.246366,0.243789,0.240951,0.237855,-0.814869,0.711989,-0.961007,0.0386793,-0.499909,0.223343,0.42941365643361257
1284,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32472045486429163,-0.4413265719423878,-0.7296026725972138,0.2044905027932961,0.18507518530878056,0.19774855491329482,0.0022666781600811613,0.0026524739956724627,0.0035168980028793977,0.0032714,0.00337206,0.00331581,0.0571962,0.0580695,0.0575831,0.211204,0.298527,0.298048,0.297249,0.296132,0.294698,0.292948,0.290884,0.28851,0.285826,0.282836,0.279543,0.275951,0.258055,0.364749,0.364163,0.363187,0.361822,0.36007,0.357932,0.355411,0.352509,0.34923,0.345577,0.341554,0.337165,0.306123,0.432692,0.431997,0.430839,0.42922,0.427141,0.424605,0.421614,0.418172,0.414282,0.409948,0.405176,0.399969,-0.999908,-0.999883,0.999908,-0.152905,0.392047,-0.644222,0.4402009526127317
1285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30371764084536096,0.7192772548320723,0.05632671923287988,0.24250893854748604,0.21213936838273215,0.21342832369942194,0.004943631432720425,0.0026443012070179097,0.003932915574587471,0.00694619,0.00381855,0.00398681,0.0833438,0.0617944,0.0631412,0.203705,0.287928,0.287466,0.286696,0.285618,0.284235,0.282547,0.280557,0.278267,0.275678,0.272794,0.269618,0.266154,0.328572,0.464422,0.463676,0.462433,0.460695,0.458464,0.455742,0.452532,0.448837,0.444662,0.440011,0.434888,0.4293,-0.0349681,-0.0494258,-0.0493464,-0.0492142,-0.0490292,-0.0487918,-0.0485021,-0.0481605,-0.0477673,-0.0473229,-0.0468279,-0.0462827,-0.045688,0.99951,0.996447,0.995071,-0.714597,0.551921,-0.512185,0.4185185829016445
1286,0.99,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.465,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.315,0.235,0.05,0.0,0.0,0.0,0.0,0.0,0.0,-0.7002112577261737,-0.2581582230286927,-0.1719849040618471,0.40968324022346364,0.3250396909666394,0.43699421965317914,0.16095709198931113,0.10080815454000364,0.2017608623426483,0.220692,0.131334,0.189898,0.469778,0.3624,0.435773,0.429268,0.606751,0.605777,0.604153,0.601883,0.598968,0.595412,0.591218,0.586391,0.580936,0.574859,0.568166,0.560866,0.314603,0.444677,0.443963,0.442773,0.441109,0.438973,0.436367,0.433293,0.429755,0.425758,0.421304,0.416399,0.411048,0.356911,0.504478,0.503668,0.502318,0.50043,0.498007,0.49505,0.491563,0.48755,0.483014,0.477962,0.472397,0.466327,0.853489,0.539847,0.451333,0.245229,0.0697662,-0.0648133,0.4255932100267705
1287,0.685,0.12,0.075,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.21,0.25,0.225,0.155,0.055,0.02,0.025,0.015,0.03,0.015,0.095,0.17,0.32,0.24,0.135,0.03,0.01,0.0,0.0,0.0,-0.8003391676775679,0.10801970092186058,0.1695250748539025,0.4168458100558659,0.291113268412058,0.2437797687861272,0.5495467837226727,0.2635958966604969,0.24371054671637937,0.731723,0.407898,0.255424,0.855408,0.638669,0.505395,0.578842,0.818168,0.816853,0.814664,0.811603,0.807672,0.802877,0.797222,0.790713,0.783357,0.775163,0.766138,0.756293,0.503771,0.712058,0.710914,0.709009,0.706345,0.702924,0.69875,0.693829,0.688164,0.681762,0.674631,0.666777,0.658209,0.455945,0.644458,0.643422,0.641698,0.639287,0.636191,0.632413,0.627959,0.622832,0.617038,0.610583,0.603475,0.59572,-0.544175,-0.249077,-0.171019,-0.548832,0.077091,-0.307956,0.5456663074088238
1288,0.215,0.44,0.285,0.055,0.005,0.0,0.0,0.0,0.0,0.0,0.995,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.045,0.355,0.52,0.065,0.01,0.0,0.0,0.0,0.0,-0.0884889296000132,-0.7050426907311699,0.254032483224061,0.40893854748603353,0.2891499560112854,0.3066797687861272,0.13167673445570946,0.08450298495789776,0.10690409391265827,0.191687,0.13245,0.11326,0.437821,0.363936,0.336541,0.343266,0.485191,0.484412,0.483114,0.481298,0.478967,0.476124,0.47277,0.46891,0.464548,0.459689,0.454337,0.448499,0.388124,0.548597,0.547716,0.546248,0.544195,0.541559,0.538344,0.534552,0.530188,0.525256,0.519761,0.51371,0.507109,0.320939,0.453633,0.452904,0.45169,0.449993,0.447814,0.445155,0.442019,0.43841,0.434332,0.429789,0.424785,0.419327,0.331368,-0.357853,-0.842156,-0.144256,-0.089996,-0.0592097,0.42003876508013765
1289,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.9,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.205,0.795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7604783006956651,0.09124070443756785,-0.18501959198605936,0.3369413407821229,0.4574634185804286,0.29995317919075143,0.019033956409015257,0.03482813681274277,0.051203440510908485,0.0303664,0.0524226,0.0492839,0.17426,0.22896,0.222,0.340641,0.481481,0.480707,0.479419,0.477617,0.475304,0.472482,0.469154,0.465324,0.460995,0.456173,0.450862,0.445069,0.181559,0.256626,0.256214,0.255527,0.254567,0.253334,0.25183,0.250056,0.248015,0.245707,0.243137,0.240307,0.237219,0.210803,0.29796,0.297482,0.296685,0.29557,0.294138,0.292392,0.290332,0.287962,0.285283,0.282299,0.279012,0.275427,-0.823721,0.931801,-0.827684,0.416812,-0.457653,-0.226393,0.4145169140910197
1290,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5883560682956618,-0.05750951833190221,0.6284887695077453,0.27638938547486036,0.7963474198343597,0.3104872832369942,0.0023520035010708767,0.021267825021507338,0.006685075122743549,0.00308944,0.0259096,0.00608627,0.0555827,0.160965,0.0780146,0.295787,0.418082,0.41741,0.416291,0.414727,0.412719,0.410268,0.407378,0.404052,0.400294,0.396106,0.391495,0.386464,0.0102727,0.01452,0.0144966,0.0144578,0.0144034,0.0143337,0.0142486,0.0141482,0.0140327,0.0139022,0.0137567,0.0135966,0.0134219,0.285104,0.402982,0.402334,0.401256,0.399748,0.397812,0.39545,0.392665,0.389459,0.385836,0.3818,0.377355,0.372506,0.889612,-0.999838,-0.883568,0.358841,0.700293,0.822816,0.42155764350033026
1291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4422086335091064,-0.49154529105843847,-0.45510209976027494,0.2541899441340782,0.23554389264731165,0.22880520231213874,0.0008863942285377062,0.0008261033916421178,0.0018739156115028242,0.00122207,0.00112548,0.00182133,0.0349581,0.0335482,0.042677,0.255576,0.361245,0.360664,0.359698,0.358346,0.356611,0.354493,0.351996,0.349123,0.345875,0.342257,0.338272,0.333925,0.273632,0.386767,0.386146,0.385111,0.383663,0.381805,0.379538,0.376865,0.373788,0.370311,0.366437,0.362171,0.357517,0.237871,0.33622,0.33568,0.334781,0.333523,0.331907,0.329937,0.327613,0.324938,0.321915,0.318548,0.314839,0.310794,0.999993,0.999968,0.999976,0.199876,-0.683324,-0.39369,0.4074027396307756
1292,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37894684722600447,-0.22929459034719635,-0.791531640816798,0.2778972067039106,0.31152554884769795,0.2540664739884393,0.003080425167925417,0.0043502176803357755,0.007000590645649525,0.00404007,0.00572602,0.0068121,0.0635615,0.0756705,0.0825355,0.234994,0.332154,0.33162,0.330731,0.329488,0.327893,0.325946,0.32365,0.321008,0.318021,0.314695,0.311031,0.307034,0.167396,0.236607,0.236226,0.235593,0.234708,0.233571,0.232184,0.230549,0.228667,0.22654,0.22417,0.22156,0.218713,0.318895,0.450744,0.45002,0.448814,0.447127,0.444962,0.44232,0.439204,0.435618,0.431566,0.427051,0.42208,0.416656,-0.999638,-0.999916,0.999509,-0.350518,-0.422929,-0.0403806,0.42736023711017623
1293,0.0,0.015,0.015,0.025,0.05,0.59,0.22,0.07,0.015,0.0,0.26,0.67,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.245,0.06,0.04,0.015,0.005,0.005,0.0,0.0,0.0,0.7780036144876588,-0.1783784002721838,-0.32277580413790447,0.291408938547486,0.3101118425709634,0.29682890173410403,0.10142032079888073,0.10155504575197476,0.24668130975672783,0.182967,0.207586,0.343984,0.427747,0.455616,0.586502,0.415644,0.587495,0.586551,0.584979,0.582781,0.579958,0.576515,0.572454,0.56778,0.562499,0.556615,0.550134,0.543065,0.388171,0.548662,0.547781,0.546313,0.54426,0.541624,0.538408,0.534616,0.530251,0.525318,0.519823,0.513771,0.507169,0.498865,0.705124,0.703991,0.702104,0.699466,0.696078,0.691945,0.687071,0.681462,0.675123,0.66806,0.660283,0.651798,-0.474941,-0.541212,0.337821,0.489773,0.0276256,-0.00407244,0.495002259847721
1294,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.44310730407083737,-0.3869141162937641,0.6316542953142901,0.2778972067039106,0.2099409438865799,0.20599075144508672,0.004704431374369243,0.006503226100784691,0.003653733987965595,0.0068928,0.00963926,0.00415707,0.0830229,0.0981797,0.0644754,0.25767,0.364205,0.36362,0.362645,0.361283,0.359533,0.357398,0.354881,0.351983,0.348709,0.345061,0.341044,0.336662,0.239016,0.337839,0.337297,0.336393,0.335128,0.333505,0.331525,0.32919,0.326503,0.323465,0.320082,0.316355,0.31229,0.285807,0.403976,0.403327,0.402246,0.400734,0.398794,0.396426,0.393634,0.39042,0.386788,0.382742,0.378286,0.373425,0.999212,-0.99985,-0.999409,-0.418536,-0.336159,0.562386,0.4229526648819664
1295,0.205,0.36,0.295,0.085,0.025,0.02,0.005,0.0,0.0,0.005,0.985,0.01,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.185,0.33,0.3,0.12,0.05,0.01,0.0,0.0,0.005,0.0,-0.03899825877421005,-0.7812079775772404,-0.027404711704165825,0.22108659217877094,0.18766192397536632,0.19876300578034684,0.16358422131011663,0.11236280924945906,0.241278747831223,0.254865,0.176885,0.282678,0.504841,0.420577,0.531675,0.456524,0.645276,0.64424,0.642513,0.640099,0.636999,0.633217,0.628757,0.623623,0.617822,0.611359,0.604242,0.596477,0.439158,0.62073,0.619733,0.618072,0.615749,0.612767,0.609129,0.604839,0.5999,0.59432,0.588103,0.581256,0.573787,0.476399,0.673369,0.672287,0.670485,0.667966,0.664731,0.660784,0.65613,0.650773,0.644719,0.637975,0.630547,0.622445,0.110695,-0.0666287,0.0546809,-0.0608207,-0.0767048,-0.0561697,0.47462886347043076
